,userid,class,gender,start_date,end_date,event_type,is_deleted
1161,TS344152,C03,F,2016-11-01 0:00,,CA1,-1
1162,PL617565,C01,M,2016-11-01 0:00,,CA1,-1
1163,OA225531,C01,F,2016-11-01 0:00,,CA1,0
1164,PL902347,C01,M,2016-11-01 0:00,,CA1,0
1165,PL527945,C01,F,2016-11-01 0:00,,CA1,0
1166,IK046372,C01,F,2016-11-01 0:00,,CA1,-1
1167,OA334079,C02,F,2016-11-01 0:00,2018-04-30 0:00,CA1,-1
1168,PL128063,C01,M,2016-11-01 0:00,2018-04-30 0:00,CA1,-1
1169,OA116423,C01,M,2016-11-01 0:00,,CA1,-1
1170,TS935837,C01,M,2016-11-01 0:00,,CA1,-1
1171,PL650353,C01,M,2016-11-01 0:00,,CA1,0
1172,PL570199,C01,M,2016-11-01 0:00,,CA1,0
1173,TS957381,C02,F,2016-11-01 0:00,,CA1,0
1174,IK672859,C01,M,2016-11-01 0:00,2018-05-31 0:00,CA1,1
1175,IK743897,C02,F,2016-11-01 0:00,,CA1,-1
1176,TS361500,C01,F,2016-11-01 0:00,,CA1,0
1177,HD703830,C02,F,2016-11-01 0:00,,CA1,0
1178,OA832624,C03,M,2016-11-01 0:00,,CA1,-1
1179,TS003673,C01,F,2016-11-01 0:00,,CA1,0
1180,PL901751,C01,M,2016-11-01 0:00,,CA1,0
1181,OA124956,C01,F,2016-11-01 0:00,,CA1,0
1182,PL294980,C02,F,2016-11-01 0:00,,CA1,0
1183,IK460685,C02,F,2016-11-01 0:00,,CA1,0
1184,AS518169,C02,F,2016-11-01 0:00,,CA1,0
1185,HD109539,C03,M,2016-11-01 0:00,,CA1,-1
1186,IK905330,C01,F,2016-11-01 0:00,,CA1,0
1187,IK242206,C01,M,2016-11-01 0:00,,CA1,0
1188,OA402979,C03,F,2016-11-01 0:00,,CA1,-1
1189,AS868530,C01,M,2016-11-01 0:00,,CA1,-1
1190,TS392587,C02,F,2016-11-01 0:00,,CA1,0
1191,OA032400,C03,M,2016-11-01 0:00,,CA1,0
1192,TS002058,C01,F,2016-11-01 0:00,,CA1,0
1193,AS462973,C01,F,2016-11-01 0:00,,CA1,0
1194,HD044222,C03,M,2016-11-01 0:00,,CA1,0
1195,TS105753,C02,F,2016-11-01 0:00,,CA1,0
1196,HD624279,C03,M,2016-11-01 0:00,,CA1,-1
1197,HI777712,C01,M,2016-12-01 0:00,,CA1,0
1198,GD516585,C02,F,2016-12-01 0:00,,CA1,0
1199,GD459648,C02,M,2016-12-01 0:00,,CA1,0
1200,OA379819,C01,F,2016-12-01 0:00,,CA1,0
1201,AS383234,C02,M,2016-12-01 0:00,2018-05-31 0:00,CA1,-1
1202,PL217190,C02,F,2016-12-01 0:00,,CA1,0
1203,AS582607,C01,M,2016-12-01 0:00,,CA1,-1
1204,OA283367,C01,F,2016-12-01 0:00,,CA1,-1
1205,HI505696,C02,F,2016-12-01 0:00,,CA1,0
1206,HI779743,C02,M,2016-12-01 0:00,2018-08-31 0:00,CA1,1
1207,OA187758,C01,M,2016-12-01 0:00,,CA1,0
1208,IK158306,C01,F,2016-12-01 0:00,,CA1,0
1209,HD984838,C02,F,2016-12-01 0:00,,CA1,0
1210,HI161247,C01,F,2016-12-01 0:00,,CA1,0
1211,IK323455,C03,M,2016-12-01 0:00,,CA1,0
1212,TS348223,C03,F,2016-12-01 0:00,2018-05-31 0:00,CA1,-1
1213,AS795406,C03,F,2016-12-01 0:00,,CA1,0
1214,IK452806,C02,F,2016-12-01 0:00,,CA1,0
1215,AS108507,C03,M,2016-12-01 0:00,,CA1,0
1216,GD721751,C01,M,2016-12-01 0:00,,CA1,0
1217,AS942939,C02,F,2016-12-01 0:00,,CA1,0
1218,HD186795,C01,M,2016-12-01 0:00,,CA1,-1
1219,HD244526,C02,F,2016-12-01 0:00,,CA1,0
1220,HD069512,C03,M,2016-12-01 0:00,,CA1,-1
1221,GD306378,C03,M,2016-12-01 0:00,,CA1,0
1222,TS322238,C01,M,2016-12-01 0:00,,CA1,0
1223,IK077913,C03,F,2016-12-01 0:00,,CA1,-1
1224,AS870817,C01,M,2016-12-01 0:00,,CA1,0
1225,AS467683,C01,M,2016-12-01 0:00,,CA1,0
1226,IK518694,C01,M,2016-12-01 0:00,,CA1,0
1227,HI106422,C01,M,2016-12-01 0:00,,CA1,-1
1228,HI886359,C02,F,2016-12-01 0:00,,CA1,0
1229,PL759158,C02,F,2016-12-01 0:00,,CA1,0
1230,TS408289,C01,F,2016-12-01 0:00,,CA1,0
1231,OA607825,C03,M,2016-12-01 0:00,,CA1,0
1232,TS290936,C01,F,2016-12-01 0:00,,CA1,0
1233,GD933293,C01,F,2016-12-01 0:00,,CA1,-1
1234,GD106268,C01,F,2016-12-01 0:00,,CA1,0
1235,IK023975,C01,F,2016-12-01 0:00,,CA1,0
1236,HI151205,C01,F,2016-12-01 0:00,,CA1,0
1237,IK027801,C03,F,2016-12-01 0:00,,CA1,0
1238,PL863680,C01,M,2016-12-01 0:00,,CA1,0
1239,AS931712,C03,M,2016-12-01 0:00,2018-09-30 0:00,CA1,1
1240,PL049709,C02,F,2016-12-01 0:00,,CA1,0
1241,HI275161,C01,M,2016-12-01 0:00,,CA1,-1
1242,AS031206,C03,M,2016-12-01 0:00,,CA1,0
1243,GD484864,C01,M,2016-12-01 0:00,,CA1,0
1244,OA702752,C01,M,2016-12-01 0:00,,CA1,-1
1245,GD411680,C03,M,2016-12-01 0:00,,CA1,0
1246,PL783702,C03,F,2016-12-01 0:00,,CA1,0
1247,AS311628,C01,M,2016-12-01 0:00,,CA1,-1
1248,OA176831,C01,M,2016-12-01 0:00,2018-09-30 0:00,CA1,1
1249,HI735866,C03,M,2016-12-01 0:00,,CA1,0
1250,IK850378,C01,M,2016-12-01 0:00,,CA1,-1
1251,HD666225,C02,F,2016-12-01 0:00,,CA1,0
1252,AS282618,C01,M,2016-12-01 0:00,,CA1,0
1253,AS812685,C03,M,2016-12-01 0:00,,CA1,0
1254,OA061841,C01,M,2016-12-01 0:00,,CA1,-1
1255,TS925357,C03,M,2016-12-01 0:00,2018-04-30 0:00,CA1,1
1256,GD705390,C01,M,2016-12-01 0:00,2018-09-30 0:00,CA1,-1
1257,HD155154,C01,M,2016-12-01 0:00,,CA1,0
1258,HD867363,C03,F,2016-12-01 0:00,,CA1,0
1259,GD868389,C03,M,2016-12-01 0:00,,CA1,0
1260,GD230002,C01,M,2016-12-01 0:00,,CA1,-1
1261,IK276561,C01,M,2016-12-01 0:00,,CA1,-1
1262,AS394423,C02,M,2016-12-01 0:00,,CA1,0
1263,IK686461,C01,M,2016-12-01 0:00,,CA1,-1
1264,IK052835,C02,F,2016-12-01 0:00,2018-09-30 0:00,CA1,1
1265,TS695571,C01,F,2016-12-01 0:00,,CA1,0
1266,OA383490,C02,F,2016-12-01 0:00,,CA1,0
1267,PL784859,C03,M,2016-12-01 0:00,,CA1,0
1268,TS396028,C02,M,2016-12-01 0:00,,CA1,0
1269,HI529562,C03,M,2016-12-01 0:00,2018-11-30 0:00,CA1,1
1270,PL666665,C01,M,2016-12-01 0:00,,CA1,0
1271,GD413362,C03,M,2016-12-01 0:00,,CA1,0
1272,GD298325,C03,M,2016-12-01 0:00,,CA1,0
1273,TS975153,C02,F,2017-01-01 0:00,,CA1,0
1274,HI056567,C03,M,2017-01-01 0:00,,CA1,0
1275,TS749639,C01,M,2017-01-01 0:00,,CA1,0
1276,PL259109,C02,F,2017-01-01 0:00,,CA1,0
1277,HD165212,C03,M,2017-01-01 0:00,,CA1,-1
1278,HD139654,C01,M,2017-01-01 0:00,,CA1,-1
1279,HI795669,C01,F,2017-01-01 0:00,,CA1,0
1280,HI113055,C01,F,2017-01-01 0:00,,CA1,0
1281,GD719151,C02,F,2017-01-01 0:00,,CA1,0
1282,OA471356,C02,F,2017-01-01 0:00,,CA1,0
1283,GD325128,C01,M,2017-01-01 0:00,2018-04-30 0:00,CA1,1
1284,GD316957,C02,M,2017-01-01 0:00,,CA1,-1
1285,IK998240,C01,F,2017-01-01 0:00,,CA1,0
1286,PL331522,C01,M,2017-01-01 0:00,,CA1,0
1287,HD188491,C03,M,2017-01-01 0:00,,CA1,-1
1288,IK967528,C03,M,2017-01-01 0:00,,CA1,-1
1289,HI297129,C03,M,2017-01-01 0:00,,CA1,0
1290,HI375298,C01,F,2017-01-01 0:00,,CA1,0
1291,PL381656,C03,M,2017-01-01 0:00,,CA1,0
1292,TS808526,C03,F,2017-01-01 0:00,,CA1,0
1293,HI957106,C03,M,2017-01-01 0:00,,CA1,0
1294,GD582469,C02,F,2017-01-01 0:00,,CA1,0
1295,OA459530,C01,M,2017-01-01 0:00,,CA1,-1
1296,OA233706,C02,F,2017-01-01 0:00,,CA1,0
1297,HI614861,C01,M,2017-01-01 0:00,,CA1,0
1298,OA215868,C01,F,2017-01-01 0:00,2018-05-31 0:00,CA1,-1
1299,IK174853,C01,F,2017-01-01 0:00,,CA1,0
1300,PL071673,C03,F,2017-01-01 0:00,,CA1,0
1301,AS335390,C01,F,2017-01-01 0:00,,CA1,0
1302,HD557689,C01,F,2017-01-01 0:00,,CA1,-1
1303,HI151922,C01,F,2017-01-01 0:00,,CA1,0
1304,OA354722,C01,M,2017-01-01 0:00,,CA1,-1
1305,TS394144,C01,M,2017-01-01 0:00,,CA1,0
1306,HI235051,C03,F,2017-01-01 0:00,2018-06-30 0:00,CA1,1
1307,HD749546,C02,F,2017-01-01 0:00,,CA1,0
1308,TS937124,C03,M,2017-01-01 0:00,,CA1,-1
1309,IK990829,C01,F,2017-01-01 0:00,,CA1,0
1310,HD084175,C03,M,2017-01-01 0:00,,CA1,0
1311,OA896685,C03,M,2017-01-01 0:00,,CA1,-1
1312,HD771279,C01,M,2017-01-01 0:00,,CA1,0
1313,HD719737,C01,M,2017-01-01 0:00,,CA1,0
1314,HI488259,C02,F,2017-01-01 0:00,,CA1,0
1315,HI527630,C03,M,2017-01-01 0:00,,CA1,0
1316,PL242307,C01,F,2017-01-01 0:00,,CA1,0
1317,HD760983,C02,F,2017-01-01 0:00,,CA1,0
1318,GD238607,C02,F,2017-01-01 0:00,,CA1,-1
1319,TS236568,C02,F,2017-01-01 0:00,,CA1,0
1320,AS196653,C01,F,2017-01-01 0:00,,CA1,0
1321,AS499352,C02,F,2017-01-01 0:00,,CA1,-1
1322,TS138606,C01,F,2017-01-01 0:00,,CA1,0
1323,PL564760,C03,M,2017-01-01 0:00,,CA1,0
1324,OA668076,C03,F,2017-01-01 0:00,,CA1,-1
1325,PL975652,C01,M,2017-01-01 0:00,,CA1,-1
1326,OA398636,C03,M,2017-01-01 0:00,,CA1,0
1327,IK703077,C01,M,2017-01-01 0:00,2018-12-31 0:00,CA1,1
1328,PL400427,C01,F,2017-01-01 0:00,,CA1,0
1329,IK907713,C03,M,2017-01-01 0:00,,CA1,0
1330,TS821125,C01,F,2017-01-01 0:00,,CA1,0
1331,OA818294,C02,F,2017-01-01 0:00,,CA1,0
1332,GD699826,C01,M,2017-01-01 0:00,,CA1,0
1333,HD113386,C01,M,2017-01-01 0:00,,CA1,0
1334,OA192308,C03,M,2017-01-01 0:00,,CA1,-1
1335,HI109765,C01,M,2017-01-01 0:00,,CA1,-1
1336,OA698422,C01,F,2017-01-01 0:00,,CA1,0
1337,GD998772,C01,F,2017-01-01 0:00,,CA1,-1
1338,HD263348,C03,F,2017-01-01 0:00,,CA1,0
1339,OA072075,C03,F,2017-01-01 0:00,,CA1,0
1340,IK747199,C01,F,2017-01-01 0:00,,CA1,-1
1341,PL538517,C03,M,2017-01-01 0:00,,CA1,0
1342,OA241119,C02,F,2017-01-01 0:00,,CA1,0
1343,HI615379,C01,M,2017-01-01 0:00,,CA1,-1
1344,IK250912,C02,F,2017-01-01 0:00,,CA1,-1
1345,HI338198,C01,F,2017-01-01 0:00,,CA1,-1
1346,HI246920,C01,F,2017-01-01 0:00,,CA1,0
1347,AS818410,C01,M,2017-01-01 0:00,,CA1,0
1348,GD172600,C02,M,2017-02-01 0:00,,CA1,-1
1349,OA134132,C01,F,2017-02-01 0:00,2018-09-30 0:00,CA1,-1
1350,GD375438,C02,F,2017-02-01 0:00,2019-01-31 0:00,CA1,1
1351,PL215097,C01,M,2017-02-01 0:00,,CA1,0
1352,OA377888,C01,F,2017-02-01 0:00,,CA1,0
1353,PL210567,C01,M,2017-02-01 0:00,,CA1,0
1354,GD126264,C03,M,2017-02-01 0:00,,CA1,0
1355,GD174095,C01,M,2017-02-01 0:00,,CA1,0
1356,OA917517,C02,F,2017-02-01 0:00,,CA1,0
1357,HD424190,C03,M,2017-02-01 0:00,,CA1,-1
1358,PL628468,C03,M,2017-02-01 0:00,,CA1,0
1359,IK743815,C01,F,2017-02-01 0:00,,CA1,0
1360,AS113826,C01,F,2017-02-01 0:00,,CA1,0
1361,PL500772,C02,F,2017-02-01 0:00,,CA1,0
1362,HD799859,C01,M,2017-02-01 0:00,,CA1,0
1363,HD853800,C01,M,2017-02-01 0:00,2019-01-31 0:00,CA1,1
1364,PL988722,C03,M,2017-02-01 0:00,,CA1,-1
1365,AS098763,C01,F,2017-02-01 0:00,2019-01-31 0:00,CA1,1
1366,TS816344,C02,F,2017-02-01 0:00,,CA1,-1
1367,IK526507,C03,M,2017-02-01 0:00,2018-05-31 0:00,CA1,1
1368,IK211207,C01,F,2017-02-01 0:00,,CA1,0
1369,HI361018,C02,F,2017-02-01 0:00,,CA1,0
1370,OA871608,C01,F,2017-02-01 0:00,,CA1,0
1371,AS404195,C01,F,2017-02-01 0:00,,CA1,0
1372,OA874597,C03,M,2017-02-01 0:00,,CA1,0
1373,OA270348,C03,M,2017-02-01 0:00,2018-08-31 0:00,CA1,1
1374,HI752359,C01,M,2017-02-01 0:00,,CA1,0
1375,TS882329,C03,M,2017-02-01 0:00,,CA1,0
1376,HI736424,C01,F,2017-02-01 0:00,2018-08-31 0:00,CA1,1
1377,HD831023,C03,M,2017-02-01 0:00,,CA1,-1
1378,OA154669,C01,M,2017-02-01 0:00,2019-01-31 0:00,CA1,1
1379,HI263548,C03,M,2017-02-01 0:00,,CA1,0
1380,OA152457,C01,M,2017-02-01 0:00,,CA1,0
1381,AS454149,C01,F,2017-02-01 0:00,,CA1,-1
1382,TS807008,C01,M,2017-02-01 0:00,,CA1,0
1383,HD285695,C03,M,2017-02-01 0:00,,CA1,0
1384,HI599892,C03,M,2017-02-01 0:00,,CA1,0
1385,GD173197,C03,F,2017-02-01 0:00,,CA1,0
1386,IK250551,C01,M,2017-02-01 0:00,,CA1,0
1387,OA816818,C01,M,2017-02-01 0:00,2018-09-30 0:00,CA1,1
1388,HD296847,C02,F,2017-02-01 0:00,,CA1,0
1389,HD907996,C01,M,2017-02-01 0:00,,CA1,0
1390,HD742096,C01,M,2017-02-01 0:00,,CA1,0
1391,PL338734,C01,F,2017-02-01 0:00,2018-05-31 0:00,CA1,1
1392,IK929378,C02,F,2017-02-01 0:00,,CA1,-1
1393,PL346258,C01,M,2017-02-01 0:00,,CA1,0
1394,TS541856,C01,F,2017-02-01 0:00,,CA1,0
1395,GD216317,C01,M,2017-02-01 0:00,,CA1,-1
1396,AS275753,C03,M,2017-02-01 0:00,,CA1,0
1397,HI521002,C01,M,2017-02-01 0:00,,CA1,0
1398,AS969133,C03,M,2017-02-01 0:00,,CA1,0
1399,HD788375,C01,M,2017-02-01 0:00,,CA1,0
1400,HD826767,C01,F,2017-02-01 0:00,,CA1,0
1401,IK004670,C03,F,2017-02-01 0:00,,CA1,-1
1402,PL839656,C01,F,2017-02-01 0:00,,CA1,-1
1403,AS207011,C02,F,2017-02-01 0:00,,CA1,0
1404,PL522022,C03,M,2017-02-01 0:00,,CA1,0
1405,AS650043,C02,F,2017-02-01 0:00,,CA1,0
1406,HD642174,C02,F,2017-02-01 0:00,,CA1,0
1407,OA667284,C01,M,2017-02-01 0:00,,CA1,0
1408,HD216701,C03,M,2017-02-01 0:00,,CA1,0
1409,TS044469,C02,F,2017-02-01 0:00,,CA1,0
1410,HD210141,C01,F,2017-02-01 0:00,,CA1,0
1411,IK913187,C01,F,2017-02-01 0:00,,CA1,0
1412,PL659352,C02,F,2017-02-01 0:00,,CA1,0
1413,HI628557,C01,M,2017-02-01 0:00,,CA1,0
1414,GD361244,C03,M,2017-02-01 0:00,,CA1,-1
1415,GD691243,C02,M,2017-02-01 0:00,,CA1,0
1416,HI835158,C03,M,2017-02-01 0:00,,CA1,0
1417,HD200782,C01,M,2017-02-01 0:00,,CA1,-1
1418,GD631254,C03,M,2017-02-01 0:00,,CA1,0
1419,HI648498,C02,F,2017-02-01 0:00,,CA1,0
1420,GD703449,C01,F,2017-02-01 0:00,,CA1,-1
1421,GD100850,C01,M,2017-02-01 0:00,,CA1,0
1422,AS625761,C01,M,2017-03-01 0:00,,CA1,0
1423,HD672719,C02,M,2017-03-01 0:00,2018-10-31 0:00,CA1,1
1424,HI322689,C02,F,2017-03-01 0:00,,CA1,0
1425,HI607042,C03,F,2017-03-01 0:00,2018-09-30 0:00,CA1,1
1426,GD390442,C01,M,2017-03-01 0:00,2018-10-31 0:00,CA1,1
1427,AS321794,C01,M,2017-03-01 0:00,2018-12-31 0:00,CA1,1
1428,TS716955,C01,M,2017-03-01 0:00,,CA1,0
1429,TS341150,C03,F,2017-03-01 0:00,,CA1,0
1430,TS922944,C03,M,2017-03-01 0:00,,CA1,0
1431,AS158438,C01,M,2017-03-01 0:00,,CA1,-1
1432,PL033359,C01,M,2017-03-01 0:00,2018-04-30 0:00,CA1,1
1433,HD722956,C01,F,2017-03-01 0:00,,CA1,-1
1434,TS282078,C03,F,2017-03-01 0:00,,CA1,0
1435,OA410852,C01,M,2017-03-01 0:00,,CA1,0
1436,IK560712,C01,F,2017-03-01 0:00,,CA1,0
1437,AS186727,C03,M,2017-03-01 0:00,,CA1,0
1438,AS448355,C02,F,2017-03-01 0:00,2018-04-30 0:00,CA1,1
1439,IK341016,C01,M,2017-03-01 0:00,2018-04-30 0:00,CA1,1
1440,PL907890,C01,F,2017-03-01 0:00,,CA1,0
1441,GD106824,C01,M,2017-03-01 0:00,,CA1,0
1442,AS458614,C01,F,2017-03-01 0:00,,CA1,-1
1443,HI852974,C02,M,2017-03-01 0:00,,CA1,0
1444,GD323300,C02,F,2017-03-01 0:00,,CA1,0
1445,AS071660,C01,F,2017-03-01 0:00,,CA1,-1
1446,GD311895,C01,F,2017-03-01 0:00,,CA1,0
1447,HD559223,C01,F,2017-03-01 0:00,,CA1,0
1448,AS693220,C03,M,2017-03-01 0:00,,CA1,0
1449,TS258685,C01,F,2017-03-01 0:00,,CA1,-1
1450,AS369418,C01,F,2017-03-01 0:00,,CA1,0
1451,PL049278,C02,M,2017-03-01 0:00,,CA1,0
1452,IK510241,C02,F,2017-03-01 0:00,,CA1,0
1453,GD025393,C01,M,2017-03-01 0:00,,CA1,0
1454,IK853515,C01,M,2017-03-01 0:00,,CA1,0
1455,HD037991,C02,F,2017-03-01 0:00,,CA1,-1
1456,TS007439,C03,M,2017-03-01 0:00,,CA1,0
1457,TS416373,C01,F,2017-03-01 0:00,,CA1,0
1458,TS146087,C01,M,2017-03-01 0:00,,CA1,0
1459,AS194595,C02,F,2017-03-01 0:00,,CA1,0
1460,HI181600,C01,M,2017-03-01 0:00,2018-09-30 0:00,CA1,1
1461,HI630678,C03,M,2017-03-01 0:00,,CA1,0
1462,OA963366,C02,F,2017-03-01 0:00,,CA1,0
1463,IK623902,C03,M,2017-03-01 0:00,,CA1,0
1464,PL299549,C01,M,2017-03-01 0:00,,CA1,0
1465,AS170379,C01,M,2017-03-01 0:00,,CA1,0
1466,TS454370,C03,M,2017-03-01 0:00,2018-09-30 0:00,CA1,-1
1467,HI739497,C03,F,2017-03-01 0:00,2019-02-28 0:00,CA1,-1
1468,HD307544,C01,M,2017-03-01 0:00,,CA1,0
1469,TS532933,C01,M,2017-03-01 0:00,,CA1,0
1470,PL470792,C01,F,2017-03-01 0:00,,CA1,-1
1471,PL635475,C01,F,2017-03-01 0:00,,CA1,0
1472,GD439332,C01,M,2017-03-01 0:00,,CA1,0
1473,PL067195,C01,M,2017-03-01 0:00,,CA1,-1
1474,PL267719,C02,F,2017-03-01 0:00,,CA1,-1
1475,OA501813,C03,M,2017-03-01 0:00,,CA1,0
1476,HD487976,C02,F,2017-03-01 0:00,,CA1,0
1477,HI636571,C01,F,2017-03-01 0:00,,CA1,-1
1478,HD403941,C01,F,2017-03-01 0:00,,CA1,0
1479,PL443639,C02,F,2017-03-01 0:00,,CA1,-1
1480,AS288339,C03,F,2017-03-01 0:00,,CA1,0
1481,HD044319,C01,F,2017-03-01 0:00,2019-01-31 0:00,CA1,1
1482,AS123220,C01,F,2017-03-01 0:00,,CA1,0
1483,HI740503,C01,M,2017-03-01 0:00,,CA1,0
1484,OA512978,C02,M,2017-03-01 0:00,2019-01-31 0:00,CA1,1
1485,OA423141,C02,F,2017-03-01 0:00,,CA1,0
1486,IK359438,C03,F,2017-03-01 0:00,,CA1,0
1487,TS999231,C01,M,2017-03-01 0:00,,CA1,0
1488,GD812059,C02,F,2017-03-01 0:00,,CA1,0
1489,HI557133,C01,M,2017-03-01 0:00,,CA1,0
1490,OA953933,C01,M,2017-03-01 0:00,,CA1,0
1491,HI477055,C02,F,2017-03-01 0:00,,CA1,0
1492,HI069935,C03,M,2017-03-01 0:00,,CA1,0
1493,TS597253,C01,M,2017-03-01 0:00,,CA1,0
1494,PL487696,C01,M,2017-04-01 0:00,,CA1,-1
1495,IK615890,C01,M,2017-04-01 0:00,,CA1,0
1496,AS662285,C01,M,2017-04-01 0:00,,CA1,0
1497,AS977127,C03,M,2017-04-01 0:00,,CA1,-1
1498,OA007004,C01,M,2017-04-01 0:00,,CA1,-1
1499,TS327886,C03,M,2017-04-01 0:00,,CA1,0
1500,AS717316,C01,M,2017-04-01 0:00,2018-05-31 0:00,CA1,1
1501,IK912733,C02,F,2017-04-01 0:00,2018-08-31 0:00,CA1,-1
1502,GD070247,C01,M,2017-04-01 0:00,,CA1,-1
1503,IK855636,C01,F,2017-04-01 0:00,,CA1,0
1504,HI557617,C01,F,2017-04-01 0:00,,CA1,0
1505,IK003033,C01,F,2017-04-01 0:00,,CA1,0
1506,PL307270,C01,M,2017-04-01 0:00,,CA1,0
1507,PL534171,C02,F,2017-04-01 0:00,,CA1,-1
1508,HD315748,C01,M,2017-04-01 0:00,,CA1,0
1509,TS522889,C03,M,2017-04-01 0:00,,CA1,0
1510,PL512535,C01,M,2017-04-01 0:00,,CA1,0
1511,AS190883,C03,M,2017-04-01 0:00,,CA1,0
1512,AS303294,C03,M,2017-04-01 0:00,,CA1,0
1513,AS506797,C02,F,2017-04-01 0:00,,CA1,-1
1514,PL894962,C01,F,2017-04-01 0:00,,CA1,0
1515,HI431223,C01,F,2017-04-01 0:00,,CA1,-1
1516,PL971781,C02,F,2017-04-01 0:00,,CA1,0
1517,OA327486,C03,M,2017-04-01 0:00,,CA1,0
1518,TS999855,C01,F,2017-04-01 0:00,,CA1,-1
1519,HI717281,C02,M,2017-04-01 0:00,2018-05-31 0:00,CA1,1
1520,AS552198,C01,M,2017-04-01 0:00,,CA1,0
1521,OA511050,C01,F,2017-04-01 0:00,,CA1,0
1522,HI606562,C01,F,2017-04-01 0:00,,CA1,-1
1523,IK271631,C01,M,2017-04-01 0:00,,CA1,0
1524,HD753835,C01,F,2017-04-01 0:00,,CA1,0
1525,HI488123,C03,M,2017-04-01 0:00,,CA1,0
1526,HD253398,C03,M,2017-04-01 0:00,2018-05-31 0:00,CA1,-1
1527,GD866704,C03,F,2017-04-01 0:00,,CA1,0
1528,IK871961,C01,F,2017-04-01 0:00,,CA1,0
1529,PL256725,C01,M,2017-04-01 0:00,,CA1,0
1530,IK287071,C02,F,2017-04-01 0:00,,CA1,0
1531,IK093147,C01,M,2017-04-01 0:00,2018-05-31 0:00,CA1,1
1532,TS535917,C02,F,2017-04-01 0:00,,CA1,0
1533,IK166339,C01,M,2017-04-01 0:00,,CA1,0
1534,AS992593,C03,F,2017-04-01 0:00,,CA1,-1
1535,PL597186,C01,F,2017-04-01 0:00,2018-09-30 0:00,CA1,1
1536,TS662949,C01,M,2017-04-01 0:00,,CA1,0
1537,HI238760,C01,F,2017-04-01 0:00,,CA1,0
1538,AS929514,C01,M,2017-04-01 0:00,,CA1,0
1539,HD319220,C03,M,2017-04-01 0:00,2019-01-31 0:00,CA1,1
1540,HD877359,C03,M,2017-04-01 0:00,2019-01-31 0:00,CA1,1
1541,PL619936,C02,F,2017-04-01 0:00,2019-01-31 0:00,CA1,1
1542,AS175707,C02,F,2017-04-01 0:00,,CA1,0
1543,AS174345,C01,M,2017-04-01 0:00,2018-12-31 0:00,CA1,1
1544,OA047996,C02,F,2017-04-01 0:00,,CA1,0
1545,HD842881,C01,F,2017-04-01 0:00,,CA1,0
1546,AS781999,C02,F,2017-04-01 0:00,,CA1,0
1547,HD617077,C01,F,2017-04-01 0:00,2018-04-30 0:00,CA1,-1
1548,PL990383,C03,F,2017-04-01 0:00,2018-04-30 0:00,CA1,1
1549,TS239042,C03,M,2017-04-01 0:00,2018-04-30 0:00,CA1,-1
1550,OA322749,C02,F,2017-04-01 0:00,2018-04-30 0:00,CA1,1
1551,GD191107,C03,M,2017-04-01 0:00,2018-04-30 0:00,CA1,1
1552,IK720807,C01,F,2017-04-01 0:00,2018-04-30 0:00,CA1,1
1553,GD966172,C01,F,2017-04-01 0:00,2018-04-30 0:00,CA1,-1
1554,OA324181,C02,F,2017-04-01 0:00,2018-04-30 0:00,CA1,1
1555,HD412914,C01,F,2017-04-01 0:00,2018-04-30 0:00,CA1,-1
1556,OA018910,C01,F,2017-04-01 0:00,,CA1,0
1557,PL087063,C02,F,2017-04-01 0:00,2019-02-28 0:00,CA1,1
1558,AS771307,C02,F,2017-04-01 0:00,2019-03-31 0:00,CA1,1
1559,GD086932,C01,M,2017-04-01 0:00,,CA1,-1
1560,OA346394,C02,M,2017-04-01 0:00,,CA1,0
1561,HD453100,C02,F,2017-04-01 0:00,,CA1,-1
1562,HD699115,C01,F,2017-04-01 0:00,2019-02-28 0:00,CA1,1
1563,HI158085,C03,M,2017-04-01 0:00,,CA1,-1
1564,AS634661,C02,F,2017-04-01 0:00,2019-02-28 0:00,CA1,-1
1565,AS369194,C03,F,2017-04-01 0:00,2019-02-28 0:00,CA1,1
1566,GD665518,C03,F,2017-04-01 0:00,,CA1,0
1567,OA037898,C02,F,2017-04-01 0:00,,CA1,0
1568,PL946134,C02,F,2017-04-01 0:00,,CA1,0
1569,IK851397,C01,F,2017-04-01 0:00,,CA1,0
1570,GD067591,C01,F,2017-04-01 0:00,,CA1,0
1571,HI253328,C02,F,2017-04-01 0:00,,CA1,0
1572,IK979398,C02,F,2017-04-01 0:00,,CA1,-1
1573,HI563460,C01,M,2017-04-01 0:00,,CA1,0
1574,TS252991,C02,M,2017-04-01 0:00,2019-02-28 0:00,CA1,1
1575,HI812978,C01,M,2017-04-01 0:00,2018-04-30 0:00,CA1,-1
1576,TS859365,C03,M,2017-04-01 0:00,,CA1,-1
1577,GD887148,C01,F,2017-04-01 0:00,,CA1,0
1578,HI392766,C01,F,2017-04-01 0:00,2018-04-30 0:00,CA1,1
1579,HI639915,C01,M,2017-04-01 0:00,,CA1,0
1580,HI813166,C02,F,2017-04-01 0:00,,CA1,0
1581,HI393943,C03,M,2017-04-01 0:00,,CA1,0
1582,GD735013,C01,F,2017-04-01 0:00,,CA1,0
1583,PL469296,C02,F,2017-04-01 0:00,2018-10-31 0:00,CA1,1
1584,AS716291,C03,M,2017-04-01 0:00,,CA1,0
1585,HI169357,C01,F,2017-04-01 0:00,,CA1,0
1586,HD744684,C03,M,2017-04-01 0:00,,CA1,-1
